PAIS,REGION,DEPTO,MUNICIPIO,ID_Zona,ID_Padre
HONDURAS,REGION 4,Santa Bárbara   ,Quimistan,719,
HONDURAS,REGION 4,Santa Bárbara   ,San Francisco de Ojuera,720,
HONDURAS,REGION 4,Santa Bárbara   ,San Luis,721,
HONDURAS,REGION 4,Santa Bárbara   ,San Marcos,722,
HONDURAS,REGION 4,Santa Bárbara   ,San Nicolás,723,
HONDURAS,REGION 4,Santa Bárbara   ,San Pedro de Zacapa,724,
HONDURAS,REGION 4,Santa Bárbara   ,Santa Rita,725,
HONDURAS,REGION 4,Santa Bárbara   ,San Vicente Centenario,726,
HONDURAS,REGION 4,Santa Bárbara   ,Trinidad,727,
HONDURAS,REGION 4,Santa Bárbara   ,Las Vegas,728,
HONDURAS,REGION 4,Santa Bárbara   ,Nueva Frontera,729,
HONDURAS,REGION 4,Valle   ,Nacaome,730,
HONDURAS,REGION 4,Valle   ,Alianza,731,
HONDURAS,REGION 4,Valle   ,Amapala,732,
HONDURAS,REGION 4,Valle   ,Aramecina,733,
HONDURAS,REGION 4,Valle   ,Caridad,734,
HONDURAS,REGION 4,Valle   ,Goascoran,735,
HONDURAS,REGION 4,Valle   ,Langue,736,
HONDURAS,REGION 4,Valle   ,San Francisco de Coray,737,
HONDURAS,REGION 4,Valle   ,San Lorenzo,738,
HONDURAS,REGION 4,Yoro   ,Yoro,739,
HONDURAS,REGION 4,Yoro   ,Arenal,740,
HONDURAS,REGION 4,Yoro   ,El Negrito,741,
HONDURAS,REGION 4,Yoro   ,El Progreso,742,
HONDURAS,REGION 4,Yoro   ,Jocon,743,
HONDURAS,REGION 4,Yoro   ,Morazan,744,
HONDURAS,REGION 4,Yoro   ,Olanchito,745,
HONDURAS,REGION 4,Yoro   ,Santa Rita,746,
HONDURAS,REGION 4,Yoro   ,Sulaco,747,
HONDURAS,REGION 4,Yoro   ,Victoria,748,
HONDURAS,REGION 4,Yoro   ,Yorito,749,
Panama,REGION 1,Bocas del Toro,Bocas del Toro,750,
Panama,REGION 1,Bocas del Toro,Changuinola,751,
Panama,REGION 1,Bocas del Toro,Chiriqui Grande,752,
Panama,REGION 1,Bocas del Toro,Colón. Municipios:,753,
Panama,REGION 1,Bocas del Toro,Colón,754,
Panama,REGION 1,Bocas del Toro,Chagres,755,
Panama,REGION 1,Bocas del Toro,Donoso,756,
Panama,REGION 1,Bocas del Toro,Portobelo,757,
Panama,REGION 1,Bocas del Toro,Santa Isabel,758,
Panama,REGION 1,Bocas del Toro,Trujillo,759,
Panama,REGION 1,Bocas del Toro,Balfate,760,
Panama,REGION 1,Bocas del Toro,Iriona,761,
Panama,REGION 1,Bocas del Toro,Limón,762,
Panama,REGION 1,Bocas del Toro,Saba,763,
Panama,REGION 1,Bocas del Toro,Santa Fe,764,
Panama,REGION 1,Bocas del Toro,Santa Rosa de Aguan,765,
Panama,REGION 1,Bocas del Toro,Sonaguera,766,
Panama,REGION 1,Bocas del Toro,Tocoa,767,
Panama,REGION 1,Bocas del Toro,Bonito Oriental,768,
Panama,REGION 1,Chiriquí,Alanje,769,
Panama,REGION 1,Chiriquí,Barú,770,
Panama,REGION 1,Chiriquí,Boquerón,771,
Panama,REGION 1,Chiriquí,Boquete,772,
Panama,REGION 1,Chiriquí,Bugaba,773,
Panama,REGION 1,Chiriquí,David,774,
Panama,REGION 1,Chiriquí,Dolega,775,
Panama,REGION 1,Chiriquí,Gualaca,776,
Panama,REGION 1,Chiriquí,Remedios,777,
Panama,REGION 1,Chiriquí,Renacimiento,778,
Panama,REGION 1,Chiriquí,San Felix,779,
Panama,REGION 1,Chiriquí,San Lorenzo,780,
Panama,REGION 1,Chiriquí,Tolé,781,
Panama,REGION 1,Chiriquí,Darién. Municipios:,782,
Panama,REGION 1,Chiriquí,Chepigana,783,
Panama,REGION 1,Chiriquí,Pinogana,784,
Panama,REGION 1,Chiriquí,Herrera. Municipios:,785,
Panama,REGION 1,Chiriquí,Chitré,786,
Panama,REGION 1,Chiriquí,Las Minas,787,
Panama,REGION 1,Chiriquí,Los Pozos,788,
Panama,REGION 1,Chiriquí,Ocú,789,
Panama,REGION 1,Chiriquí,Parita,790,
Panama,REGION 1,Chiriquí,Pesé,791,
Panama,REGION 1,Chiriquí,Santa María,792,
Panama,REGION 1,Los Santos,Guararé,793,
Panama,REGION 1,Los Santos,Las Tablas,794,
Panama,REGION 1,Los Santos,Los Santos,795,
Panama,REGION 1,Los Santos,Macaracas,796,
Panama,REGION 1,Los Santos,Pedasi,797,
Panama,REGION 1,Los Santos,Pocri,798,
Panama,REGION 1,Los Santos,Tonosi,799,
Panama,REGION 1,Panamá,Araiján,800,
Panama,REGION 1,Panamá,Balboa,801,
Panama,REGION 1,Panamá,Capira,802,
Panama,REGION 1,Panamá,Chame,803,
Panama,REGION 1,Panamá,Chepo,804,
Panama,REGION 1,Panamá,Chimán,805,
Panama,REGION 1,Panamá,La Chorrera,806,
Panama,REGION 1,Panamá,Panamá,807,
Panama,REGION 1,Panamá,San Carlos,808,
Panama,REGION 1,Panamá,San Miguelito,809,
Panama,REGION 1,Panamá,Taboga,810,
Panama,REGION 1,Veraguas,Atalaya,811,
Panama,REGION 1,Veraguas,Calobre,812,
Panama,REGION 1,Veraguas,Cañazas,813,
Panama,REGION 1,Veraguas,La Mesa,814,
Panama,REGION 1,Veraguas,Las Palmas,815,
Panama,REGION 1,Veraguas,Montijo,816,
Panama,REGION 1,Veraguas,Río de Jesús,817,
Panama,REGION 1,Veraguas,San Francisco,818,
Panama,REGION 1,Veraguas,Santa Fe,819,
Panama,REGION 1,Veraguas,Santiago,820,
Panama,REGION 1,Veraguas,Soná,821,
Panama,REGION 1,Veraguas,Comarcas,822,
Panama,REGION 1,Veraguas,San Blas,823,
Panama,REGION 1,Ngobe Buglé,Kankintu,824,
Panama,REGION 1,Ngobe Buglé,Kusapin,825,
Panama,REGION 1,Ngobe Buglé,Besiko,826,
Panama,REGION 1,Ngobe Buglé,Mirono,827,
Panama,REGION 1,Ngobe Buglé,Muna,828,
Panama,REGION 1,Ngobe Buglé,Nole Duima,829,
Panama,REGION 1,Ngobe Buglé,Ñurun,830,
Panama,REGION 1,Ngobe Buglé,Emberá-Wounaan. Municipios:,831,
Panama,REGION 1,Ngobe Buglé,Cemaco,832,
Panama,REGION 1,Ngobe Buglé,Sambu,833,
GUATEMALA,Región 1,Guatemala,Guatemala,834,
GUATEMALA,Región 1,Guatemala,Santa Catarina Pinula,835,
GUATEMALA,Región 1,Guatemala,San José Pinula,836,
GUATEMALA,Región 1,Guatemala,San José del Golfo,837,
GUATEMALA,Región 1,Guatemala,Palencia,838,
GUATEMALA,Región 1,Guatemala,Chinautla,839,
GUATEMALA,Región 1,Guatemala,San Pedro Ayampuc,840,
GUATEMALA,Región 1,Guatemala,Mixco,841,
GUATEMALA,Región 1,Guatemala,San Pedro Sacatepéquez,842,
GUATEMALA,Región 1,Guatemala,San Juan Sacatepéquez,843,
GUATEMALA,Región 1,Guatemala,San Raimundo,844,
GUATEMALA,Región 1,Guatemala,Chuarrancho,845,
GUATEMALA,Región 1,Guatemala,Fraijanes,846,
GUATEMALA,Región 1,Guatemala,Amatitlan,847,
GUATEMALA,Región 1,Guatemala,Villa Nueva,848,
GUATEMALA,Región 1,Guatemala,Villa Canales,849,
GUATEMALA,Región 1,Guatemala,San Miguel Petapa,850,
GUATEMALA,Región 2,El Progreso,Guastatoya,851,
GUATEMALA,Región 2,El Progreso,Morazán,852,
GUATEMALA,Región 2,El Progreso,San Agustin Acasaguastlán,853,
GUATEMALA,Región 2,El Progreso,San Cristobal Acasaguastlán,854,
GUATEMALA,Región 2,El Progreso,El Jícaro,855,
GUATEMALA,Región 2,El Progreso,Sansare,856,
GUATEMALA,Región 2,El Progreso,Sanarate,857,
GUATEMALA,Región 2,El Progreso,San Antonio La Paz,858,
GUATEMALA,Región 5,Sacatepequez,Antigua Guatemala,859,
GUATEMALA,Región 5,Sacatepequez,Jocotenango,860,
GUATEMALA,Región 5,Sacatepequez,Pastores,861,
GUATEMALA,Región 5,Sacatepequez,Sumpango,862,
GUATEMALA,Región 5,Sacatepequez,Santo Domingo Xenacoj,863,
GUATEMALA,Región 5,Sacatepequez,Santiago Sacatepéquez,864,
GUATEMALA,Región 5,Sacatepequez,San Bartolomé Milpas Altas,865,
GUATEMALA,Región 5,Sacatepequez,San Lucas Sacatepéquez,866,
GUATEMALA,Región 5,Sacatepequez,Santa Lucía Milpas Altas,867,
GUATEMALA,Región 5,Sacatepequez,Magdalena Milpas Altas,868,
GUATEMALA,Región 5,Sacatepequez,Santa María de Jesús,869,
GUATEMALA,Región 5,Sacatepequez,Ciudad Vieja,870,
GUATEMALA,Región 5,Sacatepequez,San Miguel Dueñas,871,
GUATEMALA,Región 5,Sacatepequez,San Juan Alotenango,872,
GUATEMALA,Región 5,Sacatepequez,San Antonio Aguas Calientes,873,
GUATEMALA,Región 5,Sacatepequez,Santa Catarina Barahona,874,
GUATEMALA,Región 5,Chimaltenango,Chimaltenango,875,
GUATEMALA,Región 5,Chimaltenango,San José Poaquil,876,
GUATEMALA,Región 5,Chimaltenango,San Martín Jilotepeque,877,
GUATEMALA,Región 5,Chimaltenango,San Juan Comalapa,878,
GUATEMALA,Región 5,Chimaltenango,Santa Polonia,879,
GUATEMALA,Región 5,Chimaltenango,Tecpán Guatemala,880,
GUATEMALA,Región 5,Chimaltenango,Patzún,881,
GUATEMALA,Región 5,Chimaltenango,San Miguel Pochuta,882,
GUATEMALA,Región 5,Chimaltenango,Patzicía,883,
GUATEMALA,Región 5,Chimaltenango,Santa Cruz Balanyá,884,
GUATEMALA,Región 5,Chimaltenango,Acatenango,885,
GUATEMALA,Región 5,Chimaltenango,San Pedro Yepocapa,886,
GUATEMALA,Región 5,Chimaltenango,San Andrés Itzapa,887,
GUATEMALA,Región 5,Chimaltenango,Parramos,888,
GUATEMALA,Región 5,Chimaltenango,Zaragoza,889,
GUATEMALA,Región 5,Chimaltenango,El Tejar,890,
GUATEMALA,Región 5,Escuintla,Escuintla,891,
GUATEMALA,Región 5,Escuintla,Santa Lucía Cotzumalguapa,892,
GUATEMALA,Región 5,Escuintla,La Democracia,893,
GUATEMALA,Región 5,Escuintla,Siquinalá,894,
GUATEMALA,Región 5,Escuintla,Masagua,895,
GUATEMALA,Región 5,Escuintla,Tiquisate,896,
GUATEMALA,Región 5,Escuintla,La Gomera,897,
GUATEMALA,Región 5,Escuintla,Guanagazapa,898,
GUATEMALA,Región 5,Escuintla,San José,899,
GUATEMALA,Región 5,Escuintla,Iztapa,900,
GUATEMALA,Región 5,Escuintla,Palín,901,
GUATEMALA,Región 5,Escuintla,San Vicente Pacayá,902,
GUATEMALA,Región 5,Escuintla,Nueva Concepción,903,
GUATEMALA,Región 4,Santa Rosa,Cuilapa,904,
GUATEMALA,Región 4,Santa Rosa,Barberena,905,
GUATEMALA,Región 4,Santa Rosa,Santa Rosa de Lima,906,
GUATEMALA,Región 4,Santa Rosa,Casillas,907,
GUATEMALA,Región 4,Santa Rosa,San Rafael Las Flores,908,
GUATEMALA,Región 4,Santa Rosa,Oratorio,909,
GUATEMALA,Región 4,Santa Rosa,San Juan Tecuaco,910,
GUATEMALA,Región 4,Santa Rosa,Chiquimulamulilla,911,
GUATEMALA,Región 4,Santa Rosa,Taxisco,912,
GUATEMALA,Región 4,Santa Rosa,Santa María Ixhuatán,913,
GUATEMALA,Región 4,Santa Rosa,Guazacapán,914,
GUATEMALA,Región 4,Santa Rosa,Santa Cruz Naranjo ,915,
GUATEMALA,Región 4,Santa Rosa,Pueblo Nuevo Viñas,916,
GUATEMALA,Región 4,Santa Rosa,Nueva Santa Rosa,917,
GUATEMALA,Región 6,Solola,Sololá,918,
GUATEMALA,Región 6,Solola,San José Chacayá ,919,
GUATEMALA,Región 6,Solola,Santa María Visitación,920,
GUATEMALA,Región 6,Solola,Santa Lucía Utantlán,921,
GUATEMALA,Región 6,Solola,Nahualá,922,
GUATEMALA,Región 6,Solola,Santa Catarina Ixtahuacán,923,
GUATEMALA,Región 6,Solola,Santa Clara La Laguna,924,
GUATEMALA,Región 6,Solola,Concepción,925,
GUATEMALA,Región 6,Solola,San Andrés Semetabaj,926,
GUATEMALA,Región 6,Solola,Panajachel,927,
GUATEMALA,Región 6,Solola,Santa Catarina Palopó,928,
GUATEMALA,Región 6,Solola,San Antonio Palopó,929,
GUATEMALA,Región 6,Solola,San Lucas Tollimán ,930,
GUATEMALA,Región 6,Solola,Santa Cruz La Laguna,931,
GUATEMALA,Región 6,Solola,San Pablo La Laguna,932,
GUATEMALA,Región 6,Solola,San Marcos La Laguna ,933,
GUATEMALA,Región 6,Solola,San Juan La Laguna,934,
GUATEMALA,Región 6,Solola,San Pedro La Laguna,935,
GUATEMALA,Región 6,Solola,Santiago Atitlán,936,
GUATEMALA,Región 6,Totonicapán,Totonicapán,937,
GUATEMALA,Región 6,Totonicapán,San Critobal Totonicapán ,938,
GUATEMALA,Región 6,Totonicapán,San Francisco El Alto ,939,
GUATEMALA,Región 6,Totonicapán,San Andrés Xecul,940,
GUATEMALA,Región 6,Totonicapán,Momostenango,941,
GUATEMALA,Región 6,Totonicapán,Santa María Chiquimulamula,942,
GUATEMALA,Región 6,Totonicapán,Santa Lucía La Reforma ,943,
GUATEMALA,Región 6,Totonicapán,San Bartolo,944,
GUATEMALA,Región 6,Quetzaltenango,Quetzaltenango,945,
GUATEMALA,Región 6,Quetzaltenango,Salcajá,946,
GUATEMALA,Región 6,Quetzaltenango,Olintepeque,947,
GUATEMALA,Región 6,Quetzaltenango,San Carlos Sija,948,
GUATEMALA,Región 6,Quetzaltenango,Sibilia,949,
GUATEMALA,Región 6,Quetzaltenango,Cabricán,950,
GUATEMALA,Región 6,Quetzaltenango,Cajolá,951,
GUATEMALA,Región 6,Quetzaltenango,San Miguel Siguilá ,952,
GUATEMALA,Región 6,Quetzaltenango,San Juan Ostuncalco,953,
GUATEMALA,Región 6,Quetzaltenango,San Mateo,954,
GUATEMALA,Región 6,Quetzaltenango,Concepción Chiquimularichapa,955,
GUATEMALA,Región 6,Quetzaltenango,San Martín Sacatepéquez,956,
GUATEMALA,Región 6,Quetzaltenango,Almolonga,957,
GUATEMALA,Región 6,Quetzaltenango,Cantel,958,
GUATEMALA,Región 6,Quetzaltenango,Huitán,959,
GUATEMALA,Región 6,Quetzaltenango,Zunil,960,
GUATEMALA,Región 6,Quetzaltenango,Colomba,961,
GUATEMALA,Región 6,Quetzaltenango,San Francisco La Unión ,962,
GUATEMALA,Región 6,Quetzaltenango,El Palmar,963,
GUATEMALA,Región 6,Quetzaltenango,Coatepeque,964,
GUATEMALA,Región 6,Quetzaltenango,Génova,965,
GUATEMALA,Región 6,Quetzaltenango,Flores Costa Cuca,966,
GUATEMALA,Región 6,Quetzaltenango,La Esperanza,967,
GUATEMALA,Región 6,Quetzaltenango,Palestina de los Altos ,968,
GUATEMALA,Región 6,Suchitepequez,Mazatenango,969,
GUATEMALA,Región 6,Suchitepequez,Cuyotenango,970,
GUATEMALA,Región 6,Suchitepequez,San Francisco Zapotitlán,971,
GUATEMALA,Región 6,Suchitepequez,San Bernardino,972,
GUATEMALA,Región 6,Suchitepequez,San José El ïdolo,973,
GUATEMALA,Región 6,Suchitepequez,Santo Domingo ,974,
GUATEMALA,Región 6,Suchitepequez,San Lorenzo,975,
GUATEMALA,Región 6,Suchitepequez,Samayac,976,
GUATEMALA,Región 6,Suchitepequez,San Pablo Jocopilas,977,
GUATEMALA,Región 6,Suchitepequez,San Antonio ,978,
GUATEMALA,Región 6,Suchitepequez,San Miguel Panán ,979,
GUATEMALA,Región 6,Suchitepequez,San Gabriel ,980,
GUATEMALA,Región 6,Suchitepequez,Chicacao,981,
GUATEMALA,Región 6,Suchitepequez,Patulul,982,
GUATEMALA,Región 6,Suchitepequez,Santa Bárbara,983,
GUATEMALA,Región 6,Suchitepequez,San Juan Bautista ,984,
GUATEMALA,Región 6,Suchitepequez,Santo Tomás la Unión ,985,
GUATEMALA,Región 6,Suchitepequez,Zunilito,986,
GUATEMALA,Región 6,Suchitepequez,Pueblo Nuevo ,987,
GUATEMALA,Región 6,Suchitepequez,Río Bravo,988,
GUATEMALA,Región 6,Retalhuleu,Retalhuleu,989,
GUATEMALA,Región 6,Retalhuleu,San Sebastián ,990,
GUATEMALA,Región 6,Retalhuleu,Santa Cruz Muluá,991,
GUATEMALA,Región 6,Retalhuleu,San Martín Zapotitlán ,992,
GUATEMALA,Región 6,Retalhuleu,San Felipe,993,
GUATEMALA,Región 6,Retalhuleu,San Andrés Villa Seca,994,
GUATEMALA,Región 6,Retalhuleu,Champerico,995,
GUATEMALA,Región 6,Retalhuleu,Nuevo San Carlos,996,
GUATEMALA,Región 6,Retalhuleu,El Asintal,997,
GUATEMALA,Región 6,San Marcos,San Marcos,998,
GUATEMALA,Región 6,San Marcos,San Pedro Sacatepéquez,999,
GUATEMALA,Región 6,San Marcos,San Antonio Sacatepéquez,1000,
GUATEMALA,Región 6,San Marcos,Comitancillo,1001,
GUATEMALA,Región 6,San Marcos,San Miguel Ixtahuacán ,1002,
GUATEMALA,Región 6,San Marcos,Concepción Tutuapa,1003,
GUATEMALA,Región 6,San Marcos,Tacaná,1004,
GUATEMALA,Región 6,San Marcos,Sibinal,1005,
GUATEMALA,Región 6,San Marcos,Tajumulco,1006,
GUATEMALA,Región 6,San Marcos,Tejutla,1007,
GUATEMALA,Región 6,San Marcos,San Rafael Pie de la Cuestas,1008,
GUATEMALA,Región 6,San Marcos,Nuevo Progreso,1009,
GUATEMALA,Región 6,San Marcos,El Tumbador,1010,
GUATEMALA,Región 6,San Marcos,San José Rodeo,1011,
GUATEMALA,Región 6,San Marcos,Malacatán,1012,
GUATEMALA,Región 6,San Marcos,Catarina,1013,
GUATEMALA,Región 6,San Marcos,Ayutla Tecún Uman,1014,
GUATEMALA,Región 6,San Marcos,Ocós,1015,
GUATEMALA,Región 6,San Marcos,San Pablo,1016,
GUATEMALA,Región 6,San Marcos,El Quetzal,1017,
GUATEMALA,Región 6,San Marcos,La Reforma,1018,
GUATEMALA,Región 6,San Marcos,Pajapita,1019,
GUATEMALA,Región 6,San Marcos,Ixchiguán,1020,
GUATEMALA,Región 6,San Marcos,San José Ojetenam ,1021,
GUATEMALA,Región 6,San Marcos,San Cristóbal Cucho,1022,
GUATEMALA,Región 6,San Marcos,Sipacapa,1023,
GUATEMALA,Región 6,San Marcos,Esquipulas Palo Gordo,1024,
GUATEMALA,Región 6,San Marcos,Río Blanco,1025,
GUATEMALA,Región 6,San Marcos,San Lorenzo,1026,
GUATEMALA,Región 7,Huehuetenango,Huehuetenangotenango,1027,
GUATEMALA,Región 7,Huehuetenango,Chiantla,1028,
GUATEMALA,Región 7,Huehuetenango,Malacatancito,1029,
GUATEMALA,Región 7,Huehuetenango,Cuilco,1030,
GUATEMALA,Región 7,Huehuetenango,Nentón,1031,
GUATEMALA,Región 7,Huehuetenango,San Pedro Necta,1032,
GUATEMALA,Región 7,Huehuetenango,Jacaltenango,1033,
GUATEMALA,Región 7,Huehuetenango,San Pedro Soloma,1034,
GUATEMALA,Región 7,Huehuetenango,San Idelfonso Ixtahuacán,1035,
GUATEMALA,Región 7,Huehuetenango,Santa Barbara,1036,
GUATEMALA,Región 7,Huehuetenango,La Libertad,1037,
GUATEMALA,Región 7,Huehuetenango,La Democracia,1038,
GUATEMALA,Región 7,Huehuetenango,San Miguel Acatán,1039,
GUATEMALA,Región 7,Huehuetenango,San Rafael La Independencia,1040,
GUATEMALA,Región 7,Huehuetenango,Todos Santos Cuchumatanes,1041,
GUATEMALA,Región 7,Huehuetenango,San Juan Atitán ,1042,
GUATEMALA,Región 7,Huehuetenango,Santa Eulalia,1043,
GUATEMALA,Región 7,Huehuetenango,San Mateo Ixtatán,1044,
GUATEMALA,Región 7,Huehuetenango,Colotenango,1045,
GUATEMALA,Región 7,Huehuetenango,San Sebastían ,1046,
GUATEMALA,Región 7,Huehuetenango,Tectitán,1047,
GUATEMALA,Región 7,Huehuetenango,Concepción Huista,1048,
GUATEMALA,Región 7,Huehuetenango,San Juan Ixcoy,1049,
GUATEMALA,Región 7,Huehuetenango,San Antonio Huista,1050,
GUATEMALA,Región 7,Huehuetenango,San Sebastian Coatán ,1051,
GUATEMALA,Región 7,Huehuetenango,Santa Cruz Barillas,1052,
GUATEMALA,Región 7,Huehuetenango,Aguacatán,1053,
GUATEMALA,Región 7,Huehuetenango,San Rafael Petzal,1054,
GUATEMALA,Región 7,Huehuetenango,San Gaspar Ixchil,1055,
GUATEMALA,Región 7,Huehuetenango,Santiago Chimaltenango,1056,
GUATEMALA,Región 7,Huehuetenango,Santa Ana Huista,1057,
GUATEMALA,Región 7,Quiche,Santa Cruz del Quiché,1058,
GUATEMALA,Región 7,Quiche,Chiché,1059,
GUATEMALA,Región 7,Quiche,Chinique,1060,
GUATEMALA,Región 7,Quiche,Zacualpa,1061,
GUATEMALA,Región 7,Quiche,Chajul,1062,
GUATEMALA,Región 7,Quiche,Chichicastenango,1063,
GUATEMALA,Región 7,Quiche,Patzité,1064,
GUATEMALA,Región 7,Quiche,San Antonio Ilotenango,1065,
GUATEMALA,Región 7,Quiche,San Pedro Jocopilas,1066,
GUATEMALA,Región 7,Quiche,Cunén,1067,
GUATEMALA,Región 7,Quiche,San Juan Cotzal,1068,
GUATEMALA,Región 7,Quiche,Joyabaj,1069,
GUATEMALA,Región 7,Quiche,Nebaj,1070,
GUATEMALA,Región 7,Quiche,San Andrés Sajcabajá,1071,
GUATEMALA,Región 7,Quiche,San Miguel Uspantán,1072,
GUATEMALA,Región 7,Quiche,Sacapulas,1073,
GUATEMALA,Región 7,Quiche,San Bartolomé Jocotenango,1074,
GUATEMALA,Región 7,Quiche,Canillá,1075,
GUATEMALA,Región 7,Quiche,Chicamán,1076,
GUATEMALA,Región 7,Quiche,Ixcán,1077,
GUATEMALA,Región 7,Quiche,Pachalum,1078,
GUATEMALA,Región 7,Baja Verapaz,Salamá,1079,
GUATEMALA,Región 7,Baja Verapaz,San Miguel Chicaj,1080,
GUATEMALA,Región 7,Baja Verapaz,Rabinal,1081,
GUATEMALA,Región 7,Baja Verapaz,Cubulco,1082,
GUATEMALA,Región 7,Baja Verapaz,Granados,1083,
GUATEMALA,Región 7,Baja Verapaz,Santa Cruz El Chol ,1084,
GUATEMALA,Región 7,Baja Verapaz,San Jerónimo,1085,
GUATEMALA,Región 7,Baja Verapaz,Purulhá,1086,
GUATEMALA,Región 7,Alta Verapaz,Cobán,1087,
GUATEMALA,Región 7,Alta Verapaz,Santa Cruz Verapaz,1088,
GUATEMALA,Región 7,Alta Verapaz,San Cristóbal Verapaz,1089,
GUATEMALA,Región 7,Alta Verapaz,Tactic,1090,
GUATEMALA,Región 7,Alta Verapaz,Tamahú,1091,
GUATEMALA,Región 7,Alta Verapaz,San Miguel Tucurú,1092,
GUATEMALA,Región 7,Alta Verapaz,Panzós,1093,
GUATEMALA,Región 7,Alta Verapaz,Senahú,1094,
GUATEMALA,Región 7,Alta Verapaz,San Pedro Carcha,1095,
GUATEMALA,Región 7,Alta Verapaz,San Juan Chamelco,1096,
GUATEMALA,Región 7,Alta Verapaz,Lanquín,1097,
GUATEMALA,Región 7,Alta Verapaz,Santa María Cahabon,1098,
GUATEMALA,Región 7,Alta Verapaz,Chisec,1099,
GUATEMALA,Región 7,Alta Verapaz,Chahal,1100,
GUATEMALA,Región 7,Alta Verapaz,Fray Bartolomé de las Casas,1101,
GUATEMALA,Región 7,Alta Verapaz,Santa Catalina la Tinta,1102,
GUATEMALA,Región 7,Peten,Flores,1103,
GUATEMALA,Región 7,Peten,San José ,1104,
GUATEMALA,Región 7,Peten,San Benito,1105,
GUATEMALA,Región 7,Peten,San Andrés,1106,
GUATEMALA,Región 7,Peten,La Libertad,1107,
GUATEMALA,Región 7,Peten,San Francisco,1108,
GUATEMALA,Región 7,Peten,Santa Ana,1109,
GUATEMALA,Región 7,Peten,Dolores,1110,
GUATEMALA,Región 7,Peten,San Luis,1111,
GUATEMALA,Región 7,Peten,Sayaxché,1112,
GUATEMALA,Región 7,Peten,Melchor de Mencos,1113,
GUATEMALA,Región 7,Peten,Poptún,1114,
GUATEMALA,Región 7,Peten,Santa Elena,1115,
GUATEMALA,Región 2,Izabal,Puerto Barrios,1116,
GUATEMALA,Región 2,Izabal,Livingston,1117,
GUATEMALA,Región 2,Izabal,El Estor ,1118,
GUATEMALA,Región 2,Izabal,Morales,1119,
GUATEMALA,Región 2,Izabal,Los Amates,1120,
GUATEMALA,Región 2,Zacapa,Zacapa,1121,
GUATEMALA,Región 2,Zacapa,Estanzuela,1122,
GUATEMALA,Región 2,Zacapa,Rio Hondo,1123,
GUATEMALA,Región 2,Zacapa,Gualán,1124,
GUATEMALA,Región 2,Zacapa,Teculután,1125,
GUATEMALA,Región 2,Zacapa,Usumatlán,1126,
GUATEMALA,Región 2,Zacapa,Cabañas,1127,
GUATEMALA,Región 2,Zacapa,San Diego,1128,
GUATEMALA,Región 2,Zacapa,La Unión,1129,
GUATEMALA,Región 2,Zacapa,Huité,1130,
GUATEMALA,Región 2,Chiquimula,Chiquimulamula,1131,
GUATEMALA,Región 2,Chiquimula,San José la Arada,1132,
GUATEMALA,Región 2,Chiquimula,San Juan Ermita,1133,
GUATEMALA,Región 2,Chiquimula,Jocotán,1134,
GUATEMALA,Región 2,Chiquimula,Camotán,1135,
GUATEMALA,Región 2,Chiquimula,Olopa,1136,
GUATEMALA,Región 2,Chiquimula,Esquipulas,1137,
GUATEMALA,Región 2,Chiquimula,Concepción las Minas,1138,
GUATEMALA,Región 2,Chiquimula,Quezaltepeque,1139,
GUATEMALA,Región 2,Chiquimula,San Jacinto,1140,
GUATEMALA,Región 2,Chiquimula,Ipala,1141,
GUATEMALA,Región 4,Jalapa,Jalapa,1142,
GUATEMALA,Región 4,Jalapa,San Pedro Pinula,1143,
GUATEMALA,Región 4,Jalapa,San Luis Jilotepeque,1144,
GUATEMALA,Región 4,Jalapa,San Manuel Chaparrón,1145,
GUATEMALA,Región 4,Jalapa,San Carlos Alzatate,1146,
GUATEMALA,Región 4,Jalapa,Monjas,1147,
GUATEMALA,Región 4,Jalapa,Mataquescuintla,1148,
GUATEMALA,Región 4,Jutiapa,Jutiapa,1149,
GUATEMALA,Región 4,Jutiapa,El Progreso,1150,
GUATEMALA,Región 4,Jutiapa,Santa Catarina Mita,1151,
GUATEMALA,Región 4,Jutiapa,Agua Blanca,1152,
GUATEMALA,Región 4,Jutiapa,Asunción Mita,1153,
GUATEMALA,Región 4,Jutiapa,Yupiltepeque,1154,
GUATEMALA,Región 4,Jutiapa,Atescatempa,1155,
GUATEMALA,Región 4,Jutiapa,Jeréz,1156,
GUATEMALA,Región 4,Jutiapa,El Adelanto,1157,
GUATEMALA,Región 4,Jutiapa,Zapotitlán,1158,
GUATEMALA,Región 4,Jutiapa,Comapa,1159,
GUATEMALA,Región 4,Jutiapa,Jalpatagua,1160,
GUATEMALA,Región 4,Jutiapa,Conguaco,1161,
GUATEMALA,Región 4,Jutiapa,Moyuta,1162,
GUATEMALA,Región 4,Jutiapa,Pasaco,1163,
GUATEMALA,Región 4,Jutiapa,San José Acatempa,1164,
GUATEMALA,Región 4,Jutiapa,Quezada,1165,
GUATEMALA,Región 6,San Marcos,San Pedro ,1166,
GUATEMALA,Región 6,San Marcos,San Antonio ,1167,
Panama,REGION 1,Ngobe Buglé,Emberá-Wounaan. ,1168,
GUATEMALA,Región 6,Quetzaltenango,Concepción ,1169,
GUATEMALA,Región 6,Suchitepequez,Santo Domingo,1170,
